Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Forest area (% of land area),AG.LND.FRST.ZS,Serbia,SRB,..,..,31.0646924308255,31.0796249714155,31.0945575120055,31.1019894809056,31.1211982620627,31.1227989938258,31.1253144294535,32.3778094898323,32.3812581757641,..
Forest area (% of land area),AG.LND.FRST.ZS,Kazakhstan,KAZ,..,1.16936170685632,1.19196410712301,1.20872722895136,1.22549031373856,1.23632625847316,1.24716079564396,1.25799207319332,1.26882246175501,1.27965329481053,1.29048383153684,..
Forest area (% of land area),AG.LND.FRST.ZS,Malawi,MWI,37.1414934238439,32.6866779804837,26.8954179041154,26.4499363597794,26.0044548154434,25.5589732711073,25.1134917267713,24.6680101824353,24.2225286380993,23.7770470937633,23.3315655494272,..
Forest area (% of land area),AG.LND.FRST.ZS,High income,HIC,28.9419667362998,29.1882769165148,29.5521791002388,29.5930949209653,29.6347785190312,29.6604724021485,29.6604005767478,29.6671524007009,29.6750107424596,29.6839416763731,29.8408786013867,..
Forest area (% of land area),AG.LND.FRST.ZS,Heavily indebted poor countries (HIPC),HPC,31.595611564734,30.0378082710788,28.3034137106097,28.1389052678024,27.9742510433754,27.7966008558631,27.6241210477931,27.4527875551308,27.2787227315942,27.107788640083,26.9347569683559,..
Forest area (% of land area),AG.LND.FRST.ZS,Latin America & Caribbean,LCN,53.3096143371639,50.6651142099485,47.4788180978025,47.33549004598,47.1909784911788,47.0428640721467,46.8707155874668,46.7548677627304,46.6317495268163,46.5128137001919,46.3898778438244,..
Forest area (% of land area),AG.LND.FRST.ZS,"Yemen, Rep.",YEM,1.03983180862549,1.03983180862549,1.03983180862549,1.03983180862549,1.03983180862549,1.03983180862549,1.03983180862549,1.03983180862549,1.03983180862549,1.03983180862549,1.03983180862549,..
Forest area (% of land area),AG.LND.FRST.ZS,Late-demographic dividend,LTE,..,39.5593547515833,39.4225768911893,39.4418059975895,39.4619832288736,39.4792885027664,39.4810406677083,39.4998201303943,39.514367180653,39.5332943455357,39.5482954336414,..
Forest area (% of land area),AG.LND.FRST.ZS,Least developed countries: UN classification,LDC,31.4525752910887,30.0555017498502,27.5697496526471,27.3773703168093,27.1848561347902,26.9923117926884,26.8034964495896,26.6166612917037,26.4262178266402,26.2378251741787,26.0480456104234,..
Forest area (% of land area),AG.LND.FRST.ZS,India,IND,21.5048483278902,22.7334950003195,23.6430231502191,23.732623882093,23.8222246139668,23.9118253458407,24.0014260777145,24.0910268095884,24.1806275414622,24.270228273336,24.3598290052099,..
